title,slug,content,banner,views,createdAt,updatedAt,isDeleted,author,tag,comments,answer
Ánh sáng mặt trời là ánh sáng tổng hợp từ bao nhiêu ánh sáng đơn sắc khác nhau ?,anh-sang-mat-troi-la-anh-sang-tong-hop-tu-bao-nhie,"[{""type"":""p"",""children"":[{""text"":""Câu 11: "",""bold"":true},{""text"":""Ánh sáng mặt trời là ánh sáng tổng hợp từ bao nhiêu ánh sáng đơn sắc khác nhau ?""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" 4""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" 6""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Vô số""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" .7.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:42 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:42 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""C"",""bold"":true}]}]"
Phát biểu nào sau đây sai?,phat-bieu-nao-sau-djay-sai-7zm8s,"[{""type"":""p"",""children"":[{""text"":""Câu 12: "",""bold"":true},{""text"":""Phát biểu nào sau đây sai?""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Trong ánh sáng trắng có vô số ánh sáng đơn sắc.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Trong chân không, các ánh sáng đơn sắc khác nhau truyền với cùng tốc độ.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Trong chân không, bước sóng với ánh sáng đỏ nhỏ hơn bước sóng của ánh sáng tím.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Trong chân không, mỗi ánh sáng đơn sắc có một bước sóng xác định.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:44 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:44 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""C"",""bold"":true}]}]"
Dao động cơ học là,dao-djong-co-hoc-la-hhd45,"[{""type"":""p"",""children"":[{""text"":""Câu 13: "",""bold"":true},{""text"":""Dao động cơ học là""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Chuyển động có quỹ đạo xác định trong không gian, sau những khoảng thời gian xác định trạng thái chuyển động được lặp lại như cũ.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Chuyển động có biên độ và tần số góc xác định.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Chuyển động trong phạm vi hẹp trong không gian được lặp đi lặp lại nhiều lần.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Chuyển động có giới hạn trong không gian, lặp đi lặp lại quanh một vị trí cân bằng xác định.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:45 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:45 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""D"",""bold"":true}]}]"
Dao động điều hòa là,dao-djong-djieu-hoa-la-u25q4,"[{""type"":""p"",""children"":[{""text"":""Câu 14: "",""bold"":true},{""text"":""Dao động điều hòa là""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Dao động được mô tả bằng định luật hàm sin hay hàm cosin theo thời gian.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Dao động được lặp đi lặp lại như cũ sau những khoảng thời gian xác định.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Chuyển động tuần hoàn trong không gian, lặp đi lặp lại xung quanh một vị trí cố định.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Dao động được mô tả bằng định luật hàm tan hay hàm cotan theo thời gian.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:46 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:46 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""A"",""bold"":true}]}]"
Chọn câu đúng,chon-cau-djung-3ytki,"[{""type"":""p"",""children"":[{""text"":""Câu 15: "",""bold"":true},{""text"":""Chọn câu đúng""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Dao động điều hòa có biên độ giảm dần theo thời gian.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Tần số tỉ lệ thuận với chu kì dao động.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Chu kì dao động tỉ lệ thuận với biên độ.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Biên độ dao động là giá trị cực đại của li độ.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:46 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:46 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""D"",""bold"":true}]}]"
Câu nào dưới đây không đúng với vật dao động điều hòa có phương trình x = Acos(t + ),cau-nao-duoi-djay-khong-djung-voi-vat-dao-djong-dj,"[{""type"":""p"",""children"":[{""text"":""Câu 16: "",""bold"":true},{""text"":""Câu nào dưới đây không đúng với vật dao động điều hòa có phương trình x = Acos(""},{""text"":""t + ""},{""text"":"")""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Biên độ A, tần số góc ""},{""text"":"" là những hằng số dương, pha ban φ cũng là hằng số nhưng có thể dương, âm hoặc bằng không.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Biên độ A, tần số góc ""},{""text"":"" và pha ban đầu φ đều là những hằng số dương.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Pha ban đầu ""},{""text"":"" phụ thuộc vào trạng thái ban đầu.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Biên độ A phụ thuộc vào năng lượng ban đầu kích thích cho hệ.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:47 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:47 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""B"",""bold"":true}]}]"
"Trong chương trình của vật dao động điều hòa x = Acos(ωt + φ), radian trên giây (rad/s) là đơn vị của đại lượng nào sau đây:",trong-chuong-trinh-cua-vat-dao-djong-djieu-hoa-x-a,"[{""type"":""p"",""children"":[{""text"":""Câu 17: "",""bold"":true},{""text"":""Trong chương trình của vật dao động điều hòa x = Acos(ωt + φ), radian trên giây (rad/s) là đơn vị của đại lượng nào sau đây:""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Biên độ A.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Tần số góc ω.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Pha dao động (ωt + Φ)""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Chu kì T.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:48 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:48 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""B"",""bold"":true}]}]"
Khoảng thời gian ngắn nhất mà trạng thái một vật dao động tuần hoàn lặp lại như cũ gọi là,khoang-thoi-gian-ngan-nhat-ma-trang-thai-mot-vat-d,"[{""type"":""p"",""children"":[{""text"":""Câu 18: "",""bold"":true},{""text"":""Khoảng thời gian ngắn nhất mà trạng thái một vật dao động tuần hoàn lặp lại như cũ gọi là""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Tần số dao động.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Biên độ dao động.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Chu kỳ dao động.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Pha dao động.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:49 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:49 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""C"",""bold"":true}]}]"
Biên độ của vật dao động điều hòa phụ thuộc vào,bien-djo-cua-vat-dao-djong-djieu-hoa-phu-thuoc-vao,"[{""type"":""p"",""children"":[{""text"":""Câu 19: "",""bold"":true},{""text"":""Biên độ của vật dao động điều hòa phụ thuộc vào""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Cách kích thích cho vật dao động.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Cách chọn trục tọa độ.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Cách chọn gốc thời gian.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Viết phương trình dao động x dưới dạng hàm sin hay cosin.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:50 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:50 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""A"",""bold"":true}]}]"
Một vật nhỏ dao động điều hòa theo một trục cố định. Phát biểu nào sau đây đúng?,mot-vat-nho-dao-djong-djieu-hoa-theo-mot-truc-co-d,"[{""type"":""p"",""children"":[{""text"":""Câu 20: "",""bold"":true},{""text"":""Một vật nhỏ dao động điều hòa theo một trục cố định. Phát biểu nào sau đây đúng?""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Lực kéo về tác dụng vào vật không đổi.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Quỹ đạo chuyển động của vật là một đường hình sin.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Quỹ đạo chuyển động của vật là một đoạn thẳng.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Li độ của vật tỉ lệ với thời gian dao động.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:51 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:51 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""C"",""bold"":true}]}]"
Chuyển động nào sau đây của chất điểm là một dao động điều hòa?,chuyen-djong-nao-sau-djay-cua-chat-djiem-la-mot-da,"[{""type"":""p"",""children"":[{""text"":""Câu 21: "",""bold"":true},{""text"":""Chuyển động nào sau đây của chất điểm là một dao động điều hòa?""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Li độ dao động có biểu thức x + 2 = cos2πft""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Lực tác dụng lên chất điểm luôn hướng về vị trí cân bằng.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Chu kỳ dao động không thay đổi theo thời gian.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Chất điểm không chịu tác dụng của ngoại lực.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:52 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:52 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""A"",""bold"":true}]}]"
